"ID_CODE","SIMPLIFIED","TRADITIONAL","PINYIN","TYPE","DESCRIPTION","HSK_LEVEL","MESURE_WORD","SYNONYME","SEE_ALSO"
"188","乒乓球","Same","pīngpāng qiú","(名) noun","table tennis; ping-pong; ping pong; table tennis ball","4","个","",""
"189","乖","Same","guāi","(形) adjective","(of a child) obedient, well-behaved; clever; shrewd; alert; perverse; contrary to reason; irregular; abnormal","5","","",""
"190","乘","Same","shèng","(形) adjective, (动) verb","to ride; to mount; to make use of; to avail oneself of; to take advantage of; to multiply (mathematics); Buddhist sect or creed; (Chinese surname)","5","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E4%B9%98&amp;cache=4070"" class=""pinyin"">sh&egrave;ng</a> four horse military chariot (archaic); four (archaic); generic term for history books"
"190","乘","","chéng","","four horse military chariot (archaic); four (archaic); generic term for history books","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E4%B9%98&amp;cache=20"" class=""pinyin"">ch&eacute;ng</a> to ride; to mount; to make use of; to avail oneself of; to take advantage of; to multiply (mathematics); Buddhist sect or creed; (Chinese surname)"
"191","乘务员","乘務員","chéngwùyuán","(名) noun","attendant on an airplane, train, boat etc","6","位","",""
"192","乘坐","Same","chéngzuò","(动) verb","to ride (in a vehicle)","4","","",""
"193","乙","Same","zhé","(名) noun","second of 10 heavenly stems 十天干; second in order; letter ""B"" or roman ""II"" in list ""A, B, C"", or ""I, II, III"" etc; second party (in legal contract, usually 乙方, as opposed to 甲方); ethyl; bent; winding; radical in Chinese characters (Kangxi radical 5)","5","None","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E4%B9%99&amp;cache=4106"" class=""pinyin"">zh&eacute;</a> turning stroke (in Chinese characters); see also <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E6%8A%98"">折</a>"
"193","乙","","yǐ","","turning stroke (in Chinese characters); see also 折","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E4%B9%99&amp;cache=4105"" class=""pinyin"">yǐ</a> second of 10 heavenly stems <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E5%8D%81%E5%A4%A9%E5%B9%B2"">十天干</a>; second in order; letter &quot;B&quot; or roman &quot;II&quot; in list &quot;A, B, C&quot;, or &quot;I, II, III&quot; etc; second party (in legal contract, usually <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E4%B9%99%E6%96%B9"">乙方</a>, as opposed to <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E7%94%B2%E6%96%B9"">甲方</a>); ethyl; bent; winding; radical in Chinese characters (Kangxi radical 5)"
"193","乙","Same","zhé","(名) noun","second of 10 heavenly stems 十天干; second in order; letter ""B"" or roman ""II"" in list ""A, B, C"", or ""I, II, III"" etc; second party (in legal contract, usually 乙方, as opposed to 甲方); ethyl; bent; winding; radical in Chinese characters (Kangxi radical 5)","5","None","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E4%B9%99&amp;cache=4106"" class=""pinyin"">zh&eacute;</a> turning stroke (in Chinese characters); see also <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E6%8A%98"">折</a>"
"193","乙","","shí tiān'gān","","the 10 heavenly stems 甲, 乙, 丙, 丁, 戊, 己, 庚, 辛, 壬, 癸 (used cyclically in the calendar and as ordinal number like Roman I, II, III)","","","",""
"193","乙","","yǐfāng","","second party (law); see also 甲方","","","",""
"193","乙","","jiǎfāng","","first party (law); see also 乙方","","","",""
"193","乙","","yǐ","","turning stroke (in Chinese characters); see also 折","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E4%B9%99&amp;cache=4105"" class=""pinyin"">yǐ</a> second of 10 heavenly stems <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E5%8D%81%E5%A4%A9%E5%B9%B2"">十天干</a>; second in order; letter &quot;B&quot; or roman &quot;II&quot; in list &quot;A, B, C&quot;, or &quot;I, II, III&quot; etc; second party (in legal contract, usually <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E4%B9%99%E6%96%B9"">乙方</a>, as opposed to <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E7%94%B2%E6%96%B9"">甲方</a>); ethyl; bent; winding; radical in Chinese characters (Kangxi radical 5)"
"194","九","Same","jiǔ","(数) numeral","nine; 9","1","","",""
"195","乞丐","Same","qǐgài","(名) noun","beggar","6","","",""
"196","也","Same","yě","(副) adverb","also; too; (in Classical Chinese) final particle implying affirmation; (Chinese surname)","2","","",""
"197","也许","也許","yěxǔ","(副) adverb","perhaps; maybe","4","","",""
"198","习俗","習俗","xísú","(名) noun","custom; tradition; local tradition; convention","6","","",""
"199","习惯","習慣","xíguàn","(名) noun, (形) adjective, (动) verb, (助动) auxiliary verb","habit; custom; usual practice; to be used to","3","个","",""
"200","乡镇","鄉鎮","xiāngzhèn","(名) noun","village; township","6","","",""
"201","书","書","shū","(名) noun","book; letter; see also 書經 Book of History","1","本, 册, 部","",""
"202","书架","書架","shūjià","(名) noun","bookshelf","5","个","",""
"203","书法","書法","shūfǎ","(名) noun","calligraphy; handwriting; penmanship","6","","",""
"204","书籍","書籍","shūjí","(名) noun","books; works","6","","",""
"205","书记","書記","shūji","(名) noun","secretary; clerk","6","个","",""
"206","书面","書面","shūmiàn","(名) noun","in writing; written","6","","",""
"207","买","買","mǎi","(动) verb","to buy; to purchase","1","","",""
"208","乱","亂","luàn","(形) adjective","in confusion or disorder; in a confused state of mind; disorder; upheaval; riot; illicit sexual relations; to throw into disorder; to mix up; indiscriminate; random; arbitrary","4","","",""
"209","了","Same","liǎo","(助) particle","(modal particle intensifying preceding clause); (completed action marker)","1","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E4%BA%86&amp;cache=4402"" class=""pinyin"">liǎo</a> to finish; to achieve; to understand<br /><a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E7%9E%AD&amp;cache=64384"" class=""pinyin"">liǎo</a> (of eyes) bright; clear-sighted; to understand clearly (<span class=""zh"">瞭</span>)"
"209","了","","le","(动) verb","to finish; to achieve; to understand","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E4%BA%86&amp;cache=4401"" class=""pinyin"">le</a> (modal particle intensifying preceding clause); (completed action marker)<br /><a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E7%9E%AD&amp;cache=64384"" class=""pinyin"">liǎo</a> (of eyes) bright; clear-sighted; to understand clearly (<span class=""zh"">瞭</span>)"
"209","了","","le","(动) verb","(of eyes) bright; clear-sighted; to understand clearly","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E4%BA%86&amp;cache=4401"" class=""pinyin"">le</a> (modal particle intensifying preceding clause); (completed action marker) (<span class=""zh"">了</span>)<br /><a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E4%BA%86&amp;cache=4402"" class=""pinyin"">liǎo</a> to finish; to achieve; to understand (<span class=""zh"">了</span>)<br /><a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E7%9E%AD&amp;cache=64385"" class=""pinyin"">li&agrave;o</a> to watch from a height or distance; to survey"
"210","了不起","","liǎobuqǐ","(形) adjective","amazing; terrific; wonderful; extraordinary","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E4%BA%86%E4%B8%8D%E8%B5%B7&amp;cache=4403"" class=""pinyin"">liǎobuqǐ</a> amazing; terrific; extraordinary"
"210","了不起","Same","liǎobùqǐ","(形) adjective","amazing; terrific; extraordinary","5","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E4%BA%86%E4%B8%8D%E8%B5%B7&amp;cache=142420"" class=""pinyin"">liǎob&ugrave;qǐ</a> amazing; terrific; wonderful; extraordinary"
"211","了解","瞭解","liǎojiě","(名) noun, (形) adjective, (动) verb","to understand; to realize; to find out","3","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E4%BA%86%E8%A7%A3&amp;cache=4413"" class=""pinyin"">liǎojiě</a> to understand; to realize; to find out (<span class=""zh"">了解</span>)"
"211","了解","","liǎojiě","","to understand; to realize; to find out","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E7%9E%AD%E8%A7%A3&amp;cache=64391"" class=""pinyin"">liǎojiě</a> to understand; to realize; to find out (<span class=""zh"">瞭解</span>)"
"212","予以","Same","yǔyǐ","(动) verb","to give; to impose; to apply","6","","",""
"213","争先恐后","爭先恐後","zhēng xiān kǒng hòu","(习惯用语) idiomatic expression","striving to be first and fearing to be last (idiom); outdoing one another","6","","",""
"214","争取","爭取","zhēngqǔ","(动) verb","to fight for; to strive for; to win over","5","","",""
"215","争夺","爭奪","zhēngduó","(动) verb","to fight over; to contest; to vie over","6","","",""
"216","争气","爭氣","zhēngqì","(形) adjective, (动) verb","to work hard for something; to resolve on improvement; determined not to fall short","6","","",""
"217","争端","爭端","zhēngduān","(名) noun","dispute; controversy; conflict","6","","",""
"218","争议","爭議","zhēngyì","(名) noun","controversy; dispute; to dispute","6","","",""
"219","争论","爭論","zhēnglùn","(名) noun, (动) verb","to argue; to debate; to contend; argument; contention; controversy; debate","5","次, 场","",""
"220","事业","事業","shìyè","(名) noun","undertaking; project; activity; (charitable, political or revolutionary) cause; publicly funded institution, enterprise or foundation; career; occupation","6","个","",""
"221","事件","Same","shìjiàn","(名) noun","event; happening; incident","6","个","",""
"222","事先","Same","shìxiān","(副) adverb","in advance; before the event; beforehand; prior","5","","",""
"223","事务","事務","shìwù","(名) noun","(political, economic etc) affairs; work","6","","",""
"224","事宜","Same","shìyí","(名) noun","matters; arrangements","6","","",""
"225","事实","事實","shìshí","(名) noun","fact","5","个","",""
"226","事态","事態","shìtài","(名) noun","situation; existing state of affairs","6","","",""
"227","事情","Same","shìqing","(名) noun","affair; matter; thing; business","2","件, 桩","",""
"228","事故","Same","shìgù","(名) noun","accident","6","桩, 起, 次","",""
"229","事物","Same","shìwù","(名) noun","thing; object","5","个","",""
"230","事迹","事跡","shìjì","(名) noun","deed; past achievement; important event of the past","6","","",""
"231","事项","事項","shìxiàng","(名) noun","matter; item","6","","",""
"232","二","Same","èr","(数) numeral","two; 2; stupid (Beijing dialect)","1","","",""
"233","二氧化碳","Same","èr yǎnghuà tàn","(名) noun","carbon dioxide CO2","6","","",""
"234","于是","於是","yúshì","(连) conjunction, (副) adverb","thereupon; as a result; consequently; thus; hence","4","","",""
"235","亏待","虧待","kuīdài","(动) verb","to treat somebody unfairly","6","","",""
"236","亏损","虧損","kuīsǔn","(动) verb","deficit; (financial) loss","6","","",""
"237","云","雲","yún","(名) noun","cloud; (Chinese surname); abbr. for Yunnan Province 雲南省","3","朵","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E4%BA%91&amp;cache=4679"" class=""pinyin"">y&uacute;n</a> (classical) to say (<span class=""zh"">云</span>)"
"237","云","","yún","(动) verb","(classical) to say","","","","<a href=""/chinese/wordsearch.php?searchMode=C&amp;word=%E9%9B%B2&amp;cache=868"" class=""pinyin"">y&uacute;n</a> cloud; (Chinese surname); abbr. for Yunnan Province <a class=""zh0"" href=""/chinese/wordsearch.php?searchMode=C&amp;dialect=M&amp;word=%E9%9B%B2%E5%8D%97%E7%9C%81"">雲南省</a> (<span class=""zh"">雲</span>)"
"238","互相","Same","hùxiāng","(副) adverb","each other; mutually; mutual","4","","相互, 彼此",""
"239","互联网","互聯網","hùlián wǎng","(名) noun","the Internet","6","","",""
"240","五","Same","wǔ","(数) numeral","five; 5","1","","",""
"241","井","Same","jǐng","(名) noun","a well; neat; orderly; Jing, one of the 28 constellations of Chinese astronomy; (Chinese surname)","6","口","",""
"242","亚军","亞軍","yàjūn","(名) noun","second place (in a sports contest); runner-up","6","","",""
"243","亚洲","亞洲","yàzhōu","(专有名) proper noun","Asia; Asian","4","","",""
"244","些","Same","xiē","(量) measure word","some; few; several; measure word indicating a small amount or small number (greater than 1)","1","","",""
"245","交","Same","jiāo","(动) verb","to hand over; to deliver; to pay (money); to turn over; to make friends; to intersect (lines)","4","","",""
"246","交代","Same","jiāodài","(动) verb","to hand over; to explain; to make clear; to brief (somebody); to account for; to justify oneself; to confess; to finish (colloquial)","6","","",""
"247","交叉","Same","jiāochā","(动) verb","to cross; to intersect; to overlap","6","","",""
"248","交往","Same","jiāowǎng","(名) noun, (动) verb","to associate; to contact; association; contact","6","None","",""
"249","交换","交換","jiāohuàn","(动) verb","to exchange; to swap; to switch (telecom); commutative (math); to commute","5","","",""
